title,content,link,date,source_type,source_name
Из района Дагестана эвакуировали более 4 тыс. человек из-за разрушения плотины,Для мониторинга обстановки с воздуха привлекли авиацию,https://tass.ru/proisshestviya/27011121,"Mon, 06 Apr 2026 08:06:35 +0300",website,tass.ru
Армия Израиля засекла очередной запуск ракет из Ирана,Оборонные системы работают над перехватом угроз,https://tass.ru/mezhdunarodnaya-panorama/27011157,"Mon, 06 Apr 2026 08:06:56 +0300",website,tass.ru
"В ЛНР после удара ВСУ по шахте ""Белореченская"" под землей остается 41 работник",С ними установили связь,https://tass.ru/proisshestviya/27011131,"Mon, 06 Apr 2026 08:08:08 +0300",website,tass.ru
Генпрокуратура: Россия в 2025 году выдала за рубеж 863 разыскиваемых лица,Большинство из рассмотренных 1 159 запросов о выдаче поступило из правоохранительных органов государств - участников СНГ,https://tass.ru/obschestvo/27011147,"Mon, 06 Apr 2026 08:08:15 +0300",website,tass.ru
Россия в 2025 году выдала за рубеж 863 разыскиваемых лица,"Большинство из рассмотренных 1 159 запросов о выдаче поступило из правоохранительных органов государств - участников СНГ, сообщили в Генпрокуратуре РФ",https://tass.ru/obschestvo/27011147,"Mon, 06 Apr 2026 08:08:15 +0300",website,tass.ru
В Приморье из-за рубежа в 2026 году переселились 25 соотечественников,"Из них семь человек из Киргизии, шесть из Узбекистана и четыре с Украины",https://tass.ru/obschestvo/27011129,"Mon, 06 Apr 2026 08:08:50 +0300",website,tass.ru
В Приморье из-за рубежа в 2026 году переселились 25 соотечественников,"Из них семь человек из Киргизии, шесть человек из Узбекистана и четыре с Украины",https://tass.ru/obschestvo/27011129,"Mon, 06 Apr 2026 08:08:50 +0300",website,tass.ru
Дмитриев: отказ ЕС от энергетики РФ предвещает трудные времена для Европы,Спецпредставитель президента России назвал это глупым идеологическим решением,https://tass.ru/ekonomika/27011163,"Mon, 06 Apr 2026 08:08:56 +0300",website,tass.ru
В топ лучших заведений Шанхая попал первый в Азии ресторан русской высокой кухни,"В меню ""Кириллицы"" - борщ, солянка, оливье, холодец, малосольные огурцы, блины, икра, камчатский краб, сахалинские гребешки и другое",https://tass.ru/obschestvo/27011173,"Mon, 06 Apr 2026 08:11:07 +0300",website,tass.ru
"В Ленобласти движение по трассе М-11 ""Нева"" приостанавливали из-за ДТП",Съезд был возможен на 545-м км М-11 в Новгородской области,https://tass.ru/proisshestviya/27011201,"Mon, 06 Apr 2026 08:17:28 +0300",website,tass.ru
"В Ленобласти движение по трассе М-11 ""Нева"" приостановлено из-за ДТП",Съезд возможен на 545-м км М-11 в Новгородской области,https://tass.ru/proisshestviya/27011201,"Mon, 06 Apr 2026 08:17:28 +0300",website,tass.ru
В Амурской области ожидают около 200 тыс. китайских туристов в 2026 году,В 2025 году общий турпоток в регион увеличился на 50%,https://tass.ru/ekonomika/27011169,"Mon, 06 Apr 2026 08:19:52 +0300",website,tass.ru
OleoScope: РФ с сентября по февраль снизила экспорт подсолнечного масла на 14%,"При этом экспорт соевого масла с сентября 2025 года по февраль 2026 года увеличился на 0,4% до 322 тыс. тонн",https://tass.ru/ekonomika/27011207,"Mon, 06 Apr 2026 08:20:09 +0300",website,tass.ru
NTV: Турция направила плавучую электростанцию на помощь Кубе,Энергосистема Кубы оказалась в глубоком кризисе после американского эмбарго на поставки топлива в страну,https://tass.ru/obschestvo/27011209,"Mon, 06 Apr 2026 08:20:32 +0300",website,tass.ru
Жителя Астрахани арестовали за призывы к терроризму,Подозреваемый дал признательные показания,https://tass.ru/proisshestviya/27011215,"Mon, 06 Apr 2026 08:21:49 +0300",website,tass.ru
В Чернигове произошел взрыв,В Черниговской области объявили воздушную тревогу,https://tass.ru/proisshestviya/27011221,"Mon, 06 Apr 2026 08:24:30 +0300",website,tass.ru
В Оренбуржье количество закрытых из-за паводка мостов и дорог сократилось до 22,В регионе за сутки наблюдаются понижения уровней воды на 1-112 см,https://tass.ru/obschestvo/27011217,"Mon, 06 Apr 2026 08:26:33 +0300",website,tass.ru
В Томске разработают радиационно-защитную ткань для космонавтов,"Кроме того, специалисты создадут плитки для обитаемых космических аппаратов",https://tass.ru/nauka/27011057,"Mon, 06 Apr 2026 08:29:30 +0300",website,tass.ru
В Абу-Даби заявили о пострадавшем при падении обломков перехваченного снаряда,Гражданин Ганы получил травмы средней степени тяжести,https://tass.ru/mezhdunarodnaya-panorama/27011233,"Mon, 06 Apr 2026 08:35:07 +0300",website,tass.ru
В Кузбассе в снежном покрове накопилось до 400% воды от нормы,"Как сообщил губернатор региона Илья Середюк, паводковый сезон ожидается непростым",https://tass.ru/obschestvo/27011193,"Mon, 06 Apr 2026 08:35:21 +0300",website,tass.ru
В Кузбассе в снежном покрове накопилось до 400% от нормы воды,"Как сообщил губернатор региона Илья Середюк, паводковый сезон ожидается непростым",https://tass.ru/obschestvo/27011193,"Mon, 06 Apr 2026 08:35:21 +0300",website,tass.ru
WAM: здание телекоммуникационной компании в ОАЭ подверглось удару БПЛА,Информации о пострадавших не приводится,https://tass.ru/mezhdunarodnaya-panorama/27011247,"Mon, 06 Apr 2026 08:35:38 +0300",website,tass.ru
В Сочи 15 рейсов ушли на запасные аэродромы из-за ограничений,"Рейсы отправили в Махачкалу, Нальчик, Минеральные Воды, Владикавказ, Грозный, Астрахань",https://tass.ru/obschestvo/27011241,"Mon, 06 Apr 2026 08:38:20 +0300",website,tass.ru
Володин рассказал о наступившем периоде кризиса в Евросоюзе,"Отказавшись от дешевой российской энергетики, ЕС сделал свою экономику практически неконкурентоспособной, считает председатель Госдумы",https://tass.ru/politika/27011253,"Mon, 06 Apr 2026 08:39:38 +0300",website,tass.ru
Северная Осетия получит 46 новых пассажирских автобусов к концу года,На приобретение новых автобусов республике выделят 83 млн рублей,https://tass.ru/obschestvo/27011283,"Mon, 06 Apr 2026 08:42:21 +0300",website,tass.ru
"Напавшего на мэра Енисейска приговорили к 2,5 года колонии",Мужчина бил главу города кулаком по лицу,https://tass.ru/proisshestviya/27011275,"Mon, 06 Apr 2026 08:42:30 +0300",website,tass.ru
Эстонская разведка рекомендовала ВСУ не направлять БПЛА через республику,"Полностью исключить такие случаи невозможно, подчеркнул глава разведывательного центра Сил обороны Эстонии Антс Кивисельг",https://tass.ru/mezhdunarodnaya-panorama/27011285,"Mon, 06 Apr 2026 08:43:22 +0300",website,tass.ru
В Хабаровском крае на реке Тумнин провели подрыв льда для пропуска паводка,"Межведомственная группа еще раз провела разведку местности, промеры зимнего покрова на реке",https://tass.ru/obschestvo/27011197,"Mon, 06 Apr 2026 08:46:12 +0300",website,tass.ru
"Автор хита ""Скрипка-лиса"" объяснил, почему современная музыка потеряла качество","Заслуженный артист России Игорь Саруханов считает, что причиной стала упрощенная модель ее создания",https://tass.ru/kultura/27011297,"Mon, 06 Apr 2026 08:49:29 +0300",website,tass.ru
CSA: у астронавтов будет несколько часов на изучение поверхности Луны,Пролет мимо Луны начнется 6 апреля в 21:45 мск,https://tass.ru/kosmos/27011303,"Mon, 06 Apr 2026 08:50:44 +0300",website,tass.ru
На севере Украины без света остались более 280 тыс. абонентов,"В Черниговском районе поврежден важный энергообъект, рассказали в ""Черниговоблэнерго""",https://tass.ru/proisshestviya/27011311,"Mon, 06 Apr 2026 08:53:49 +0300",website,tass.ru
Поезда МЦД-1 следуют с опозданиями из-за вынужденной остановки состава,Поезд остановился для работы медиков и правоохранительных органов,https://tass.ru/obschestvo/27011319,"Mon, 06 Apr 2026 08:53:55 +0300",website,tass.ru
Axios: США и Израиль подготовили план бомбардировок объектов энергетики Ирана,"Реализация готового военного плана откладывается до истечения обозначенных Вашингтоном крайних сроков для достижения предварительного соглашения в ходе переговоров с исламской республикой, отмечает портал ",https://tass.ru/mezhdunarodnaya-panorama/27011335,"Mon, 06 Apr 2026 08:59:57 +0300",website,tass.ru
"Игорь Саруханов: песни живут долго, если они сделаны правильно","Заслуженный артист России, автор и исполнитель таких известных песен, как ""Скрипка-лиса"", ""Желаю тебе"", ""Зеленые глаза"", празднует свое 70-летие. В интервью ТАСС Игорь Саруханов рассказал о 40-летии творческой деятельности, юбилейном сольном концерте 30 апреля в Москве и о том, как его песни продолжают жить и находить отклик у новых поколений слушателей",https://tass.ru/interviews/26994491,"Mon, 06 Apr 2026 09:00:00 +0300",website,tass.ru
Сергей Авдеев: в космонавты идут не за славой,"Сергей Авдеев в детстве не мечтал стать космонавтом. Но увлекся наукой и решил попробовать. В итоге он совершил три полета общей продолжительностью более 747 суток — рекорд держался почти шесть лет.

ТАСС побеседовал с Героем России о его подготовке, полетах, необычных ситуациях в космосе и перспективах космонавтики в России",https://tass.ru/interviews/26947051,"Mon, 06 Apr 2026 09:00:00 +0300",website,tass.ru
В ТАСС расскажут о промежуточных итогах зачисления детей в первые классы в Новосибирске,Спикером выступит начальник департамента образования мэрии Новосибирска Рамиль Ахметгареев,https://tass.ru/novosti-regionov/27011293,"Mon, 06 Apr 2026 09:00:01 +0300",website,tass.ru
СК подтвердил задержание министра тарифной политики Красноярского края,Александра Ананьева подозревают в получении взятки в крупном размере,https://tass.ru/proisshestviya/27011343,"Mon, 06 Apr 2026 09:00:06 +0300",website,tass.ru
Дмитриев сравнил ситуацию в мире с началом пандемии COVID-19,Спецпредставитель президента РФ по инвестиционно-экономическому сотрудничеству с зарубежными странами посоветовал властям ЕС и Британии лучше готовиться к экономическим кризисам,https://tass.ru/politika/27011309,"Mon, 06 Apr 2026 09:00:19 +0300",website,tass.ru
Баканов: Россия не может сотрудничать по МКС со всеми дружественными странами,"Глава Роскосмоса отметил, что происходит ""определенная дискриминация""",https://tass.ru/ekonomika/27011361,"Mon, 06 Apr 2026 09:01:03 +0300",website,tass.ru
Баканов: Россия не может сотрудничать по МКС со всеми дружественными странами,,https://tass.ru/ekonomika/27011361,"Mon, 06 Apr 2026 09:01:03 +0300",website,tass.ru
Каменский: выставку олимпийских артефактов нужно чаще показывать молодежи,"Торжественное открытие выставки коллекции, собранной президентом ""Норникеля"", главой попечительского совета Ночной хоккейной лиги Владимиром Потаниным, состоится 10 апреля в Норильске",https://tass.ru/sport/27011383,"Mon, 06 Apr 2026 09:01:31 +0300",website,tass.ru
Россияне в начале 2026 года купили на 6% меньше смартфонов,"Средняя цена купленного гаджета составила 25,7 тыс. рублей",https://tass.ru/ekonomika/27011395,"Mon, 06 Apr 2026 09:02:44 +0300",website,tass.ru
"Россияне в начале 2026 года купили на 6% меньше смартфонов, чем годом ранее","Средняя цена купленного гаджета составила 25,7 тыс. рублей",https://tass.ru/ekonomika/27011395,"Mon, 06 Apr 2026 09:02:44 +0300",website,tass.ru
В Башкирии при пожаре погибли двое мужчин,ЧП произошло в селе Красный Восход Иглинского района,https://tass.ru/proisshestviya/27011419,"Mon, 06 Apr 2026 09:02:53 +0300",website,tass.ru
ШОС выступает за политико-дипломатическое урегулирование вокруг Ирана,"Шанхайская организация сотрудничества оперативно приняла и выпустила политическое заявление, в котором выражается серьезная озабоченность происходящими событиями, отметил генсек Нурлан Ермекбаев",https://tass.ru/mezhdunarodnaya-panorama/27011369,"Mon, 06 Apr 2026 09:03:20 +0300",website,tass.ru
"В Дагестане сохраняется угроза обвалов и камнепадов, схода селевых потоков",В некоторых районах республики ожидаются ливни и порывы ветра до 20 м/с,https://tass.ru/proisshestviya/27011423,"Mon, 06 Apr 2026 09:04:09 +0300",website,tass.ru
Глава дипмиссии Белоруссии назвал Союзное государство одной из основ стабильности,"Значение имеют культурная общность, традиционные исторические связи, согласованная политика в сфере безопасности с сохранением суверенитета и территориальной целостности участников объединений, отметил Сергей Панасюк",https://tass.ru/mezhdunarodnaya-panorama/27011375,"Mon, 06 Apr 2026 09:05:37 +0300",website,tass.ru
Wildberries выровняет комиссии для китайских и российских продавцов,Компания также усовершенствует инструменты взаимодействия с продавцами в части управления ценообразованием на платформе и автоматизирует механизм добровольного отказа продавцов от скидки на их товары за счет маркетплейса,https://tass.ru/ekonomika/27011355,"Mon, 06 Apr 2026 09:06:30 +0300",website,tass.ru
В Дагестане в девяти населенных пунктах подтоплены более 2 тыс. жилых домов,"Кроме того, подтопленными остаются 1 817 приусадебных участков и 173 участка автомобильных дорог",https://tass.ru/proisshestviya/27011437,"Mon, 06 Apr 2026 09:07:02 +0300",website,tass.ru
FT: Еврокомиссия предупредила страны ЕС об угрозе бюджетного кризиса,"Газета отмечает, что в европейских странах предлагают меры по борьбе с высокими ценами на топливо, в частности, субсидии на электроэнергию",https://tass.ru/ekonomika/27011431,"Mon, 06 Apr 2026 09:07:25 +0300",website,tass.ru
Мужчину госпитализировали после конфликта с поножовщиной в столичном метро,Фигурантам избрана мера пресечения в виде подписки о невыезде,https://tass.ru/proisshestviya/27011467,"Mon, 06 Apr 2026 09:08:23 +0300",website,tass.ru
"Глава дипмиссии Белоруссии: Брюссель заговорил о ""европейском пути"" для Минска","Сергей Панасюк подчеркнул, что все лозунги о новом ""европути"" вбрасываются Брюсселем ""в связке с обеспечением безопасности Европы"", а также неким эфемерным ""лучшим демократическим будущим для белорусов""",https://tass.ru/mezhdunarodnaya-panorama/27011391,"Mon, 06 Apr 2026 09:09:22 +0300",website,tass.ru
"Автор хита ""Скрипка-лиса"" отметил вечность Пушкина и призвал к чтению","Игорь Саруханов считает, что  знания и любовь делают человека добрее",https://tass.ru/kultura/27011445,"Mon, 06 Apr 2026 09:11:42 +0300",website,tass.ru
В Белгородской области при атаке БПЛА на автомобиль пострадал человек,Пострадавшего транспортируют в областную больницу,https://tass.ru/proisshestviya/27011491,"Mon, 06 Apr 2026 09:11:46 +0300",website,tass.ru
Поверенный в делах Белоруссии: интересы Европы требуют диалога с Минском,"Сергей Панасюк также считает, что европейским властям не следует снова пытаться втянуть белорусскую сторону в орбиту ЕС",https://tass.ru/mezhdunarodnaya-panorama/27011351,"Mon, 06 Apr 2026 09:12:27 +0300",website,tass.ru
NBC: ЦРУ развернуло кампанию по дезинформации для спасения летчика F-15 в Иране,"До фактического обнаружения и эвакуации второго летчика ЦРУ организовало фейковые утечки в СМИ, в которых сообщалось о том, что член экипажа истребителя уже якобы спасен, отмечает телеканал ",https://tass.ru/mezhdunarodnaya-panorama/27011501,"Mon, 06 Apr 2026 09:14:08 +0300",website,tass.ru
В Томске не будут проводить салют в День Победы,"По словам мэра города Дмитрия Махини, ""салют будет, когда будет наша большая общая победа""",https://tass.ru/obschestvo/27011457,"Mon, 06 Apr 2026 09:14:25 +0300",website,tass.ru
"В Госдуме рассказали, кто может получать две пенсии","Это несколько категорий граждан, в том числе дети-инвалиды в случае потери кормильца, если родитель погиб в ходе боевых действий, ветераны Великой Отечественной войны, жители блокадного Ленинграда и осажденного Севастополя",https://tass.ru/obschestvo/27011517,"Mon, 06 Apr 2026 09:16:18 +0300",website,tass.ru
Восемь пострадавших в Новороссийске и 50 БПЛА. Атака на регионы России,Повреждены шесть многоквартирных домов и два частных,https://tass.ru/proisshestviya/27011515,"Mon, 06 Apr 2026 09:17:49 +0300",website,tass.ru
В Адыгее отменили беспилотную опасность,Ее объявляли 5 апреля в 07:46 мск,https://tass.ru/proisshestviya/27011527,"Mon, 06 Apr 2026 09:18:37 +0300",website,tass.ru
Дегтярев обсудил с главой НОК Белоруссии ситуацию с допуском спортсменов,"Министр спорта РФ отметил, что стороны сверяли позиции по вопросам международной спортивной повестки",https://tass.ru/sport/27011541,"Mon, 06 Apr 2026 09:18:42 +0300",website,tass.ru
"Боец Афоня отвлек на себя ""Бабу-ягу"" ВСУ, чтобы сослуживец выполнил задачу","Штурмовик 29-й гвардейской общевойсковой армии группировки ""Восток"" получил ранение ",https://tass.ru/armiya-i-opk/27011555,"Mon, 06 Apr 2026 09:23:16 +0300",website,tass.ru
Эмиссар верховного лидера Ирана назвал войну против Тегерана большой ошибкой,Абдул Маджид Хаким Илахи призвал руководство государств мира убедить президента США Дональда Трампа прекратить военную операцию,https://tass.ru/mezhdunarodnaya-panorama/27011581,"Mon, 06 Apr 2026 09:29:10 +0300",website,tass.ru
Эксперт Хунг: компании из России приглашают активнее выходить на рынок Гонконга,"Профессор Школы управления и политических наук Китайского университета Гонконга отметил, что российским производителям предлагают открывать отделы в дорогих торговых центрах специального административного района КНР",https://tass.ru/ekonomika/27011397,"Mon, 06 Apr 2026 09:29:27 +0300",website,tass.ru
"""Кириллица"" на карте Шанхая. Как ресторан высокой русской кухни обретает популярность","Шеф-повар Евгений Викентьев рассказал ТАСС о символизме названия, выборе локации, создании меню, которое охватывает ключевые блюда русской кухни, а также важности использования национальных продуктов для аутентичности блюд",https://tass.ru/obschestvo/27011231,"Mon, 06 Apr 2026 09:31:04 +0300",website,tass.ru
Число обесточенных абонентов на севере Украины выросло до 340 тыс.,В Черниговской области поврежден энергетический объект,https://tass.ru/proisshestviya/27011607,"Mon, 06 Apr 2026 09:31:05 +0300",website,tass.ru
В Николаеве произошли взрывы,Подробности не приводятся,https://tass.ru/proisshestviya/27011615,"Mon, 06 Apr 2026 09:31:31 +0300",website,tass.ru
"Актриса из ""Беверли Хиллз, 90210"" попала в ДТП с семью детьми",Тори Спеллинг и дети получили ушибы,https://tass.ru/proisshestviya/27011621,"Mon, 06 Apr 2026 09:31:31 +0300",website,tass.ru
Приговор ангарскому маньяку Попкову вступил в силу,Его этапировали в колонию особого режима в Мордовии,https://tass.ru/proisshestviya/27011641,"Mon, 06 Apr 2026 09:32:19 +0300",website,tass.ru
Украинский военный: 11 тыс. из 30 тыс. мобилизуемых ежемесячно дезертируют из ВСУ,"Из оставшегося числа лишь 10 тыс. остаются на боевых должностях, отметил Павел Казарин",https://tass.ru/obschestvo/27011633,"Mon, 06 Apr 2026 09:32:55 +0300",website,tass.ru
"Сихарулидзе не исключил, что ""Русский вызов"" в будущем станет международным","Глава Федерации фигурного катания на коньках России отметил, что такой формат нравится зрителям и вызывает активное обсуждение",https://tass.ru/sport/27011651,"Mon, 06 Apr 2026 09:33:59 +0300",website,tass.ru
Пленный из ВСУ назвал отмывание денег целью обучения украинских военных в Европе,"Военное дело, которому немцы обучали украинских военнослужащих, актуально для 1945 года, отметил Владислав Гуня",https://tass.ru/obschestvo/27011655,"Mon, 06 Apr 2026 09:35:42 +0300",website,tass.ru
Пушилин: Краматорско-Славянская агломерация лежит в основе нескольких операций ВС РФ,,https://tass.ru/armiya-i-opk/27011679,"Mon, 06 Apr 2026 09:35:43 +0300",website,tass.ru
Пушилин: ВС РФ продвигаются на всей линии фронта в ДНР,"За неделю российские подразделения продолжили освобождение территории Донецкой Народной Республики, рассказал глава региона",https://tass.ru/armiya-i-opk/27011671,"Mon, 06 Apr 2026 09:35:53 +0300",website,tass.ru
Экс-зампреда правительства Ивановской области обвинили в получении взятки,Фигурант и его сообщники получили от предпринимателей взятку в размере более 41 млн рублей,https://tass.ru/proisshestviya/27011685,"Mon, 06 Apr 2026 09:36:09 +0300",website,tass.ru
"Гендиректор ""Спартака"" Некрасов положительно оценил работу Карседо",В 2026 году красно-белые под руководством специалиста одержал четыре победы в Российской премьер-лиге при одном поражении,https://tass.ru/sport/27011699,"Mon, 06 Apr 2026 09:36:52 +0300",website,tass.ru
Боец Дизель: МО РФ обеспечивает связь в ходе ведения боев в полном объеме,"Штурмовик заявил, что российские военные не пользовались спутниковой связью от Starlink, и ее отключение не повлияло на боевые действия",https://tass.ru/armiya-i-opk/27011653,"Mon, 06 Apr 2026 09:37:29 +0300",website,tass.ru
СК показал видео задержания министра тарифной политики Красноярского края,Александра Ананьева подозревают в получении взятки в особо крупном размере,https://tass.ru/proisshestviya/27011623,"Mon, 06 Apr 2026 09:37:58 +0300",website,tass.ru
"Пушилин: двигаясь к Константиновке, ВС РФ улучшили позиции около Илиновки и Новодмитровки",,https://tass.ru/armiya-i-opk/27011721,"Mon, 06 Apr 2026 09:41:59 +0300",website,tass.ru
"Гол Дзюбы, победы ""Спартака"" и ЦСКА. Главные события 23-го тура РПЛ",ТАСС собрал основные моменты прошедших матчей,https://tass.ru/sport/27011333,"Mon, 06 Apr 2026 09:42:06 +0300",website,tass.ru
В Дагестане завели дело после гибели девушки и ребенка,"Пострадавших извлекли из реки и доставили в больницу, где они погибли",https://tass.ru/proisshestviya/27011691,"Mon, 06 Apr 2026 09:42:34 +0300",website,tass.ru
Jakarta Globe: в Индонезии произошло извержение вулкана Семеру,"Пепел поднялся на 4,8 км",https://tass.ru/proisshestviya/27011745,"Mon, 06 Apr 2026 09:44:32 +0300",website,tass.ru
"Дорогу в Северной Осетии, уничтоженную после схода ледника Колка, восстановят в 2027 году","Работы пройдут в рамках нацпроекта ""Инфраструктура для жизни""",https://tass.ru/obschestvo/27011753,"Mon, 06 Apr 2026 09:44:38 +0300",website,tass.ru
ФСБ задержала готовившего теракт против высокопоставленного чиновника Курской области,,https://tass.ru/proisshestviya/27011767,"Mon, 06 Apr 2026 09:45:32 +0300",website,tass.ru
"ВС РФ поразили ""Геранями"" пункт временной дислокации ВСУ в Харьковской области",Поражение личного состава произошло в районе населенного пункта Белый Колодезь,https://tass.ru/armiya-i-opk/27011743,"Mon, 06 Apr 2026 09:45:52 +0300",website,tass.ru
Эксперт Хунг: Гонконг готов развивать связи в сфере образования с Россией,"Специальный административный район КНР неоднократно заявлял о желании стать международным хабом в сфере высшего образования, отметил профессор Школы управления и политических наук Китайского университета Гонконга",https://tass.ru/ekonomika/27011563,"Mon, 06 Apr 2026 09:47:24 +0300",website,tass.ru
El País: ЕС готовится к кризису в сфере энергоснабжения из-за конфликта в Иране,"Еврокомиссия рассматривает возможность применения чрезвычайных мер, аналогичных тем, которые были введены после начала конфликта на Украине",https://tass.ru/ekonomika/27011787,"Mon, 06 Apr 2026 09:48:49 +0300",website,tass.ru
Дмитриев призвал пробудиться от лжи европейских СМИ о будущем энергетики Запада,"Британцы и европейцы будут испытывать нехватку топлива, газа и еды, но поверят в это только тогда, когда медиа об этом скажут, отметил спецпредставитель президента РФ",https://tass.ru/ekonomika/27011799,"Mon, 06 Apr 2026 09:50:04 +0300",website,tass.ru
El País: свыше 80% испанцев допускают новые военные интервенции США,"Еще 64% респондентов считают возможным, что Соединенные Штаты попытаются установить контроль над территориями, такими как, например, Гренландия",https://tass.ru/mezhdunarodnaya-panorama/27011805,"Mon, 06 Apr 2026 09:50:24 +0300",website,tass.ru
"Жулину нравится, как развивается созданный по его идее турнир ""Русский вызов""",Турнир проводится с 2022 года,https://tass.ru/sport/27011881,"Mon, 06 Apr 2026 09:53:17 +0300",website,tass.ru
В Самаре автомобиль скорой помощи попал в аварию,Находившийся в машине пациент госпитализирован,https://tass.ru/proisshestviya/27012703,"Mon, 06 Apr 2026 10:56:16 +0300",website,tass.ru
Путин поручил учитывать в рейтинге инвестклимата сохранение культурного наследия,"Согласно поручению, АСИ необходимо доработать методику формирования национального рейтинга состояния инвестиционного климата в субъектах",https://tass.ru/ekonomika/27012949,"Mon, 06 Apr 2026 10:56:16 +0300",website,tass.ru
Роскомнадзор не получал решений о блокировке Minecraft,"В Telegram-канале ""Московское образование"" ранее сообщили, что злоумышленники начали обманывать детей через игру",https://tass.ru/ekonomika/27012969,"Mon, 06 Apr 2026 10:56:46 +0300",website,tass.ru
AKP: в Камбоджу прибыли два российских военных корабля,"Корветы ""Совершенный"" и ""Резкий"" Тихоокеанского флота пробудут в королевстве до 8 апреля",https://tass.ru/mezhdunarodnaya-panorama/27012669,"Mon, 06 Apr 2026 10:57:19 +0300",website,tass.ru
В Забайкалье завели дело о незаконных азартных играх,Житель Читы извлек из этой деятельности прибыль в размере 48 млн рублей,https://tass.ru/proisshestviya/27012879,"Mon, 06 Apr 2026 10:57:49 +0300",website,tass.ru
Путин поручил улучшить информирование людей о работе мобильных медкомплексов,Доклад о проделанной работе должен быть представлен до 1 мая,https://tass.ru/obschestvo/27012957,"Mon, 06 Apr 2026 10:58:33 +0300",website,tass.ru
"В ""Госуслуги"" добавят показатель удовлетворенности населения качеством медпомощи",Он также будет включать оценку сроков оказания и доступности медицинской помощи,https://tass.ru/obschestvo/27012997,"Mon, 06 Apr 2026 10:58:44 +0300",website,tass.ru
Politico: в Лондоне обсудят меры по обеспечению безопасности в Ормузском проливе,Встреча пройдет 7 апреля,https://tass.ru/mezhdunarodnaya-panorama/27012985,"Mon, 06 Apr 2026 10:59:45 +0300",website,tass.ru
Семнадцать мгновений Германии и тайный переезд домой,"Анастасия Кабушка прожила 17 лет в Германии: получила высшее образование, работала в крупных компаниях, преподавала в университете Гамбурга, защитила докторскую диссертацию, создала семью. А потом решила бросить все и вернуться на родину — в Россию. Переезд пришлось организовывать с оглядкой: если бы немецкие власти узнали настоящую цель путешествия, детей могли бы отобрать. В нашем материале расскажем историю возвращения, которую до последнего держали в секрете",https://tass.ru/obschestvo/26996987,"Mon, 06 Apr 2026 11:00:01 +0300",website,tass.ru
В России повысят доступность детской стоматологической помощи,Особое внимание будет обращено на населенные пункты с численностью населения менее 50 тыс. человек,https://tass.ru/obschestvo/27013013,"Mon, 06 Apr 2026 11:00:22 +0300",website,tass.ru
Роскомнадзор зафиксировал рекордный всплеск DDoS-атак,Их количество за неделю в среднем выросло до 949,https://tass.ru/obschestvo/27013049,"Mon, 06 Apr 2026 11:00:49 +0300",website,tass.ru
В Кувейте пострадали шесть человек из-за иранского удара,Состояние всех пациентов стабильное,https://tass.ru/mezhdunarodnaya-panorama/27012963,"Mon, 06 Apr 2026 11:01:08 +0300",website,tass.ru
Российские юниорки вышли в финал волейбольного турнира в Италии,Финальный матч пройдет позднее в понедельник,https://tass.ru/sport/27013041,"Mon, 06 Apr 2026 11:01:32 +0300",website,tass.ru
"ШОС, СНГ и ОДКБ планируют провести конференцию по безопасности в Центральной Азии","Генсек ШОС Нурлан Ермекбаев отметил, что она пройдет в конце года",https://tass.ru/mezhdunarodnaya-panorama/27013063,"Mon, 06 Apr 2026 11:01:57 +0300",website,tass.ru
Роскомнадзор назвал США основным источником киберагрессии,В тройку антилидеров по исходящему вредоносному трафику также вошли Германия и Великобритания,https://tass.ru/obschestvo/27013055,"Mon, 06 Apr 2026 11:02:00 +0300",website,tass.ru
Баканов: более 10 стран готовы с помощью РФ запустить космонавтов,"Глава Роскосмоса отметил, что это будет возможно после развертывания Российской орбитальной станции",https://tass.ru/kosmos/27013069,"Mon, 06 Apr 2026 11:02:03 +0300",website,tass.ru
Национальная система противодействия DDoS-атакам отразила свыше 38 тыс. кибератак,"Правоохранительные органы во взаимодействии с профильными ведомствами проводят системную работу по выявлению хакеров и преступных групп, причастных к организации кибератак на российские сервисы",https://tass.ru/ekonomika/27013123,"Mon, 06 Apr 2026 11:02:58 +0300",website,tass.ru
ВСУ атаковали Белгородскую область с помощью более 110 БПЛА,Удары были нанесены в минувшие сутки,https://tass.ru/proisshestviya/27013005,"Mon, 06 Apr 2026 11:03:34 +0300",website,tass.ru
"РКН: самая продолжительная DDoS-атака в феврале-марте длилась более 4,5 суток",Она длилась 113 часов 22 минуты,https://tass.ru/ekonomika/27013131,"Mon, 06 Apr 2026 11:03:57 +0300",website,tass.ru
После сообщений о блокировке Telegram нагрузка на ресурсы РКН выросла,Аналитики центра отмечают прямую связь между информационной повесткой и интенсивностью кибератак,https://tass.ru/ekonomika/27013105,"Mon, 06 Apr 2026 11:04:28 +0300",website,tass.ru
В Москве работник алкомаркета избил покупателя и прострелил ему бедро,Подозреваемый находится под подпиской о невыезде,https://tass.ru/proisshestviya/27013019,"Mon, 06 Apr 2026 11:04:30 +0300",website,tass.ru
Премьер Таиланда призвал работать из дома и пересесть на общественный транспорт,"Конфликт на Ближнем Востоке грозит миру энергетическим кризисом, особенно из-за дисбаланса между спросом и предложением на нефть, отметил Анутхин Чанвиракун",https://tass.ru/mezhdunarodnaya-panorama/27012489,"Mon, 06 Apr 2026 11:05:24 +0300",website,tass.ru
